timestamp_s,cpu_percent,mem_percent,net_in_kbps,net_out_kbps
30600,24.21,18.86,18.01,16.23
30900,11.2,12.58,19.24,6.07
31200,15.29,15.21,26.01,10.64
31500,13.91,12.82,21.94,8.17
31800,30.99,20.9,58.09,11.69
32100,26.45,19.57,31.16,28.89
32400,10.63,7.55,8.66,7.28
32700,21.67,23.34,35.39,29.07
33000,11.93,10.96,22.92,14.6
33300,19.14,26.11,37.2,13.12
33600,34.73,29.57,67.51,31.65
33900,31.94,33.17,36.17,26.65
34200,19.75,16.71,19.46,7.98
34500,38.56,31.6,25.64,17.54
34800,22.4,13.29,34.05,17.91
35100,28.84,26.18,30.5,25.89
35400,40.0,29.55,44.67,43.32
35700,43.91,39.76,21.51,13.6
36000,32.72,35.65,30.05,11.24
36300,39.11,34.09,23.41,32.54
36600,35.67,24.07,55.23,46.24
36900,45.38,37.13,25.27,31.16
37200,36.42,22.18,72.68,35.51
37500,39.99,41.48,43.55,51.36
37800,57.97,36.13,67.86,24.03
38100,60.37,59.36,50.08,22.76
38400,65.88,66.66,73.44,89.44
38700,55.31,54.28,58.14,25.06
39000,49.01,43.57,76.65,59.61
39300,48.03,41.92,47.44,66.41
39600,59.0,46.89,81.01,65.61
39900,70.67,44.71,70.84,46.81
40200,70.18,59.48,117.82,99.93
40500,69.61,51.48,127.82,99.19
40800,62.98,60.33,43.72,86.34
41100,61.21,63.02,106.1,51.27
41400,60.48,48.35,108.41,55.19
41700,68.92,47.23,80.36,25.13
42000,69.39,69.3,56.32,27.11
42300,69.93,47.87,141.37,72.39
42600,82.24,67.59,58.89,66.13
42900,77.66,54.98,58.97,53.36
43200,72.09,73.12,128.11,97.03
43500,64.62,50.46,40.86,19.58
43800,82.47,50.25,41.05,35.36
44100,86.87,53.31,160.36,64.68
44400,88.66,74.35,60.84,109.58
44700,72.13,75.49,53.36,63.22
45000,78.43,64.59,59.63,103.69
45300,76.91,82.37,78.94,38.17
45600,79.08,46.39,119.58,75.01
45900,87.27,64.16,76.85,122.79
46200,78.5,61.94,80.03,88.39
46500,86.39,90.62,145.34,100.95
46800,77.32,67.24,82.81,59.59
47100,94.97,98.0,63.6,53.69
47400,90.27,62.33,55.8,135.57
47700,75.92,76.74,115.94,79.69
48000,93.54,74.19,160.89,60.51
48300,99.0,57.57,152.04,129.69
48600,82.67,88.51,160.58,29.14
48900,80.96,81.32,123.92,60.57
49200,85.5,88.21,152.78,122.24
49500,98.83,84.95,188.46,67.12
49800,81.85,88.15,47.59,108.14
50100,76.17,88.21,153.82,87.77
50400,89.1,72.65,126.83,57.93
50700,75.18,55.69,105.78,107.48
51000,82.78,81.35,85.51,113.59
51300,77.88,68.16,67.8,85.91
51600,91.52,72.66,107.72,80.38
51900,83.97,68.96,114.5,99.97
52200,73.17,45.92,145.02,43.54
52500,88.72,69.63,148.9,109.01
52800,69.44,73.53,108.11,52.26
53100,82.24,89.73,48.43,44.38
53400,81.81,54.59,113.03,43.61
53700,80.95,64.09,63.68,70.73
54000,85.55,80.95,133.26,91.57
54300,80.9,61.15,61.48,89.09
54600,90.55,52.51,95.79,77.84
54900,82.06,70.98,117.58,84.69
55200,69.63,61.15,81.11,31.18
55500,85.79,71.58,120.43,125.05
55800,83.14,90.25,75.96,55.05
56100,71.25,54.27,63.56,54.11
56400,86.13,69.67,170.16,33.64
56700,79.86,77.78,62.97,77.84
57000,75.56,77.64,133.09,92.92
57300,64.52,53.45,74.99,94.2
57600,79.78,60.92,118.83,113.35
57900,79.1,52.01,64.74,56.96
58200,75.09,49.23,46.14,77.64
58500,74.8,57.07,135.17,83.56
58800,77.76,55.64,87.57,61.61
59100,60.12,40.85,56.61,74.0
59400,72.66,71.8,122.03,98.11
59700,77.15,59.31,63.55,39.4
60000,76.67,76.3,149.53,44.66
60300,63.35,48.91,91.09,68.51
60600,57.01,51.47,30.45,28.03
60900,67.21,64.05,119.54,49.95
61200,64.06,61.89,75.35,93.87
61500,56.21,45.1,32.16,68.84
61800,58.04,38.03,50.2,53.08
62100,70.41,64.81,74.86,26.45
62400,47.27,30.13,94.57,59.68
62700,48.78,33.59,53.91,15.55
63000,50.27,49.72,64.25,55.42
63300,47.69,45.5,83.52,43.31
63600,44.68,31.55,34.87,53.33
63900,60.64,34.62,95.61,66.81
64200,43.57,41.27,55.78,25.85
64500,57.5,61.7,91.83,43.9
64800,40.71,23.73,71.37,49.81
65100,38.32,29.84,27.78,49.65
65400,58.09,63.03,102.11,72.28
65700,46.97,44.84,58.06,55.75
66000,53.9,53.25,54.65,64.37
66300,42.76,34.75,32.08,11.17
66600,37.44,27.3,41.71,46.31
66900,55.22,47.02,65.33,22.29
67200,56.35,43.84,43.08,51.17
67500,45.41,26.09,56.69,58.85
67800,54.97,46.67,63.1,77.13
68100,44.62,26.0,54.75,38.91
68400,45.33,39.37,53.34,20.61
68700,33.28,29.8,42.49,33.76
69000,50.0,32.3,90.19,36.53
69300,26.46,27.67,44.71,42.68
69600,39.56,38.99,72.91,19.32
69900,40.02,29.46,71.3,23.44
70200,36.17,25.43,27.72,11.87
70500,29.26,17.67,35.1,31.51
70800,33.84,21.76,50.55,19.75
71100,40.93,27.3,30.01,56.36
71400,21.56,14.63,30.12,27.83
71700,21.75,21.48,10.92,6.08
72000,26.13,15.73,23.9,11.46
72300,21.19,17.06,38.53,10.09
72600,32.57,24.44,55.77,20.42
72900,39.54,25.33,43.14,23.73
73200,35.96,39.37,45.56,45.53
73500,34.59,21.41,40.22,28.92
73800,42.71,45.22,75.39,17.62
74100,20.22,9.67,36.66,12.11
74400,41.41,40.19,33.74,49.22
74700,35.21,40.5,47.64,6.85
75000,29.23,29.72,48.7,9.02
75300,18.9,7.98,15.17,12.11
75600,16.84,8.32,14.76,7.75
75900,16.66,14.7,43.85,19.64
76200,30.5,23.27,10.98,25.38
76500,15.97,13.64,26.27,13.1
76800,31.05,29.09,28.2,9.1
77100,31.04,30.27,46.44,33.3
77400,32.9,21.74,21.12,31.5
77700,35.88,26.41,21.18,44.33
78000,30.59,31.27,42.74,31.03
78300,34.66,38.45,58.22,33.36
78600,15.55,14.19,39.63,5.97
78900,24.41,17.74,25.57,9.27
79200,18.42,10.73,19.7,13.67
79500,17.16,11.42,12.13,9.3
79800,37.48,27.12,65.66,53.61
80100,29.74,15.44,57.53,22.24
80400,32.48,35.76,53.21,23.78
80700,17.24,14.22,9.12,15.5
81000,32.64,39.31,43.8,18.17
81300,19.65,20.19,20.44,15.39
81600,36.52,29.28,42.93,15.5
81900,27.23,22.98,30.2,27.84
82200,41.44,26.46,21.06,23.66
82500,16.89,19.14,3.02,12.98
82800,26.61,24.84,45.07,27.55
83100,30.04,21.15,54.29,42.82
83400,26.09,26.92,39.99,4.88
83700,30.77,25.22,26.69,6.6
84000,34.53,24.44,30.17,26.47
84300,19.69,12.34,45.55,17.6
84600,28.23,19.32,35.75,32.62
84900,25.25,21.02,39.27,25.41
85200,32.7,37.85,61.98,44.45
85500,28.88,23.87,19.1,31.81
85800,26.13,15.81,17.43,27.84
86100,24.64,23.1,45.75,11.71
86400,22.13,13.92,16.28,28.02
86700,19.1,9.07,31.16,4.65
87000,16.07,15.1,9.11,19.19
87300,28.42,14.79,36.08,6.38
87600,34.9,27.37,56.61,51.06
87900,19.19,18.66,29.48,21.55
88200,12.56,6.29,19.77,18.96
88500,28.64,20.76,49.5,16.86
88800,15.56,13.26,32.71,12.52
89100,18.61,18.73,33.84,9.32
89400,32.76,25.42,50.87,26.96
89700,20.63,16.95,28.87,13.97
90000,19.22,17.67,26.23,14.51
90300,14.72,5.39,5.99,14.4
90600,26.5,19.07,35.51,16.79
90900,27.26,21.81,10.34,38.49
91200,30.95,25.93,54.11,43.66
91500,11.61,10.15,14.48,1.86
91800,18.94,10.11,31.34,19.32
92100,24.38,18.57,41.87,33.41
92400,18.03,12.11,29.41,24.14
92700,22.08,17.97,15.32,29.66
93000,19.2,10.22,31.92,22.3
93300,19.48,12.96,35.55,7.72
93600,30.41,24.66,43.0,30.69
93900,26.91,18.45,29.34,32.89
94200,25.1,28.47,28.87,15.06
94500,23.28,21.89,29.23,24.01
94800,7.83,5.0,20.63,3.42
95100,25.78,24.31,51.0,18.3
95400,6.4,5.0,0.1,7.55
95700,26.86,24.8,42.31,22.48
96000,5.87,5.0,8.28,2.28
96300,21.65,23.56,30.37,22.96
96600,14.93,13.46,20.99,13.8
96900,7.84,5.0,11.66,8.12
97200,5.88,6.23,1.99,9.58
97500,20.69,10.08,36.11,11.24
97800,14.68,5.8,15.58,11.59
98100,3.0,5.0,0.1,0.1
98400,5.71,5.0,5.09,4.69
98700,2.56,5.0,14.18,2.31
99000,1.85,5.0,4.1,0.77
99300,22.05,22.51,31.72,25.12
99600,23.21,13.92,23.17,14.8
99900,13.97,8.06,21.63,17.51
100200,2.63,6.65,10.54,0.78
100500,13.21,10.64,14.5,7.73
100800,9.0,8.31,22.25,8.09
101100,17.85,16.85,33.64,5.51
101400,20.71,16.19,43.99,10.12
101700,5.2,8.43,8.72,2.92
102000,1.0,5.0,0.1,4.15
102300,6.15,6.16,7.81,9.15
102600,1.0,6.3,0.63,3.06
102900,12.92,10.04,4.68,19.6
103200,17.58,15.6,10.56,15.73
103500,1.0,5.0,7.81,0.1
103800,18.14,17.94,26.43,11.77
104100,5.12,5.0,10.55,0.1
104400,18.05,19.06,17.45,19.06
104700,1.0,5.0,0.1,0.1
105000,11.45,5.0,25.35,3.59
105300,5.71,5.0,0.1,3.84
105600,15.18,7.53,13.63,9.47
105900,1.0,5.0,5.1,0.1
106200,10.56,6.01,13.93,9.43
106500,5.0,5.0,0.79,1.2
106800,1.0,5.0,0.1,6.9
107100,1.12,5.0,6.5,5.76
107400,1.0,5.0,1.57,0.71
107700,7.9,14.19,16.44,8.11
108000,6.65,5.0,7.76,4.73
108300,20.37,23.87,35.1,5.17
108600,1.21,5.15,2.04,4.08
108900,16.17,9.61,24.36,6.81
109200,10.65,6.28,8.21,7.19
109500,1.0,5.0,8.19,0.1
109800,3.99,5.0,0.1,6.28
110100,13.17,7.53,22.02,5.7
110400,1.0,5.0,3.82,1.5
110700,7.35,8.58,0.11,0.87
111000,1.88,5.0,3.06,2.07
111300,12.06,9.66,11.78,12.61
111600,5.79,5.0,0.1,13.33
111900,6.65,6.91,11.59,3.63
112200,7.88,6.5,7.38,10.06
112500,28.86,32.58,61.9,18.91
112800,12.95,13.18,17.87,9.67
113100,28.6,30.1,14.59,17.37
113400,18.17,24.26,18.64,15.15
113700,15.57,8.29,29.59,3.68
114000,19.04,15.81,32.17,20.53
114300,15.74,9.78,27.74,2.43
114600,18.14,14.57,10.08,17.67
114900,13.58,11.96,15.98,12.19
115200,27.08,18.08,26.11,35.49
115500,14.75,13.68,16.85,8.71
115800,13.61,6.89,23.83,7.73
116100,37.77,26.73,74.93,47.38
116400,34.92,38.3,52.77,38.02
116700,15.0,15.11,24.14,15.42
117000,20.08,21.21,30.24,3.34
117300,37.18,36.18,49.99,24.6
117600,30.52,21.46,54.05,31.74
117900,39.75,40.35,59.17,20.57
118200,29.38,27.38,39.05,15.18
118500,22.09,15.92,23.64,18.2
118800,39.02,45.94,38.86,57.24
119100,33.92,28.9,43.87,31.34
119400,46.48,52.05,66.76,26.06
119700,40.66,37.93,20.16,43.54
120000,37.64,33.63,67.07,48.72
120300,48.24,39.06,89.66,30.09
120600,32.69,37.4,19.33,31.25
120900,34.15,24.08,46.01,18.67
121200,57.44,47.43,101.63,34.9
121500,37.45,31.69,61.83,12.14
121800,55.99,40.43,106.4,76.72
122100,47.03,37.01,98.86,63.02
122400,55.76,47.62,102.84,35.17
122700,48.34,54.47,48.61,21.27
123000,64.24,42.75,52.35,52.71
123300,50.36,52.01,80.53,70.08
123600,47.01,27.92,81.09,28.24
123900,61.22,70.92,41.83,80.85
124200,71.28,63.65,40.48,103.47
124500,62.18,50.23,101.8,88.37
124800,54.87,34.89,33.0,57.25
125100,78.01,44.48,73.78,70.34
125400,69.94,63.4,31.5,91.91
125700,68.87,46.25,139.56,55.86
126000,80.77,81.62,62.64,118.13
126300,80.72,69.34,33.52,114.45
126600,64.1,69.42,77.37,90.51
126900,69.06,60.21,82.71,41.52
127200,68.73,59.56,115.42,68.12
127500,76.44,75.96,68.79,49.78
127800,71.62,52.83,100.38,52.45
128100,84.64,62.93,164.06,80.63
128400,67.91,48.6,83.94,17.7
128700,72.63,52.06,128.26,74.49
129000,64.25,58.9,96.67,52.19
129300,70.35,53.32,112.04,94.06
129600,80.18,54.46,85.04,79.79
129900,70.94,53.79,110.97,29.3
130200,67.95,49.65,108.94,37.17
130500,84.65,66.79,60.69,49.41
130800,84.06,65.58,73.89,88.32
131100,90.31,68.99,119.13,47.58
131400,71.56,45.8,81.99,20.23
131700,83.97,55.38,75.99,38.6
132000,84.05,70.96,116.83,33.02
132300,73.53,51.8,65.45,56.09
132600,83.95,72.62,136.34,78.3
132900,87.71,77.43,109.3,31.91
133200,75.4,78.09,41.98,35.77
133500,95.06,73.32,168.33,65.77
133800,94.83,98.0,182.24,123.13
134100,78.35,54.07,104.04,77.76
134400,74.14,59.41,46.21,101.92
134700,85.89,81.43,47.12,128.13
135000,89.69,94.0,154.76,38.8
135300,91.02,68.01,109.07,109.14
135600,74.54,53.51,107.69,81.31
135900,92.73,83.0,111.6,74.07
136200,85.75,75.36,168.26,114.42
136500,78.79,72.48,94.68,63.57
136800,80.36,74.71,118.65,59.88
137100,83.72,81.62,91.15,77.66
137400,86.86,71.63,106.61,63.51
137700,90.53,58.54,98.15,57.75
138000,93.38,77.57,58.2,110.17
138300,78.28,63.15,161.04,69.99
138600,86.5,73.35,81.57,65.78
138900,84.94,54.23,52.49,56.04
139200,72.81,73.21,65.05,59.41
139500,76.46,65.05,62.98,54.75
139800,79.8,85.18,47.61,48.57
140100,79.42,64.2,47.0,75.34
140400,85.33,84.35,159.45,113.87
140700,69.22,48.13,60.15,37.05
141000,69.47,40.52,42.35,23.68
141300,84.46,66.22,126.29,98.13
141600,86.45,61.12,91.85,70.94
141900,84.99,57.91,139.67,120.9
142200,85.44,63.02,62.79,44.09
142500,82.57,62.64,63.89,60.1
142800,77.7,57.21,57.78,81.99
143100,78.35,81.66,101.41,75.17
143400,71.95,51.46,119.17,60.94
143700,72.16,61.47,138.26,99.81
144000,71.48,60.66,40.16,46.87
144300,68.6,46.72,121.08,95.88
144600,66.65,53.86,53.45,33.91
144900,57.22,62.6,43.07,47.48
145200,71.27,44.37,127.09,105.93
145500,58.24,42.44,52.44,32.92
145800,47.93,44.59,33.76,36.98
146100,48.56,38.44,77.12,58.07
146400,53.43,58.6,98.08,51.56
146700,57.66,48.36,81.06,63.57
147000,59.67,47.18,92.12,31.03
147300,50.66,44.45,105.75,57.03
147600,44.54,28.15,43.71,20.51
147900,58.83,32.81,96.07,28.78
148200,55.95,49.45,36.93,67.3
148500,49.29,51.33,85.46,30.73
148800,39.49,35.4,35.07,36.28
149100,49.55,40.69,25.15,41.95
149400,35.16,21.25,18.11,28.37
149700,39.95,24.68,15.91,55.42
150000,43.69,47.41,43.82,24.03
150300,34.9,27.46,57.75,25.35
150600,39.33,24.42,66.72,34.16
150900,43.22,36.66,81.0,13.33
151200,42.86,32.08,53.4,25.23
151500,44.61,40.29,81.57,47.42
151800,38.36,19.51,22.06,39.78
152100,33.51,38.66,36.4,38.76
152400,30.37,25.97,24.74,31.3
152700,26.89,34.11,37.58,26.06
153000,34.31,18.94,57.07,15.62
153300,35.46,31.61,46.97,34.27
153600,44.04,31.9,64.67,57.06
153900,25.0,21.27,54.69,35.57
154200,31.94,34.92,24.97,43.97
154500,46.53,43.38,45.26,32.58
154800,27.67,25.9,56.44,16.95
155100,35.48,39.75,29.11,52.91
155400,40.54,54.37,68.76,34.47
155700,22.23,23.36,26.5,6.86
156000,21.69,23.87,21.76,7.41
156300,42.02,42.58,26.04,40.28
156600,39.31,42.27,25.3,25.42
156900,31.77,27.09,63.76,40.26
157200,33.59,22.57,32.56,24.41
157500,34.86,32.03,37.26,28.24
157800,35.84,35.12,70.68,41.6
158100,29.93,23.42,57.01,21.72
158400,15.04,8.96,12.19,19.65
158700,33.9,35.61,22.9,13.87
159000,21.49,15.43,4.35,28.64
159300,24.59,27.82,47.96,14.65
159600,30.88,23.59,43.85,12.91
159900,14.66,17.43,3.78,9.83
160200,24.55,25.03,15.75,5.22
160500,16.49,14.38,19.0,10.95
160800,33.22,25.15,24.59,26.24
161100,23.52,23.41,32.73,13.05
161400,14.81,15.73,12.8,10.02
161700,28.98,32.82,35.27,21.64
162000,10.22,9.25,12.29,4.22
162300,23.02,19.78,14.3,11.72
162600,32.91,31.17,34.87,19.05
162900,27.4,26.66,53.12,26.98
163200,27.84,20.46,35.03,40.33
163500,27.28,24.12,50.1,12.43
163800,16.2,14.8,29.82,5.59
164100,27.92,26.3,55.2,20.56
164400,21.06,26.1,40.25,24.43
164700,22.93,20.13,35.73,30.13
165000,15.0,13.16,26.22,20.25
165300,22.03,14.83,38.66,25.89
165600,23.65,11.26,37.6,29.38
165900,31.59,20.67,58.57,35.89
166200,22.91,12.31,45.3,27.24
166500,30.12,18.63,45.47,31.15
166800,18.08,14.12,37.94,15.27
167100,29.35,17.16,36.53,34.01
167400,13.05,9.38,10.64,10.09
167700,26.2,16.83,38.13,40.46
168000,15.51,13.52,17.84,10.04
168300,32.71,35.01,41.84,33.36
168600,11.19,9.88,24.11,1.36
168900,19.6,20.62,27.72,18.25
169200,12.4,13.87,18.25,6.62
169500,13.41,12.87,12.87,3.61
169800,27.23,25.8,38.54,16.4
170100,15.86,12.66,9.52,11.44
170400,31.66,29.38,54.39,23.69
170700,30.02,25.44,33.18,32.68
171000,24.32,21.11,47.71,13.03
171300,23.07,15.42,42.29,31.77
171600,36.02,26.26,46.95,42.18
171900,31.56,34.31,46.93,37.39
172200,35.73,35.83,25.14,20.82
172500,34.88,38.8,60.12,40.16
172800,32.22,29.14,22.33,23.28
173100,16.47,15.72,7.07,17.1
173400,10.3,12.26,9.66,12.84
173700,14.77,13.5,24.6,22.4
174000,30.09,33.87,40.63,31.32
174300,11.51,10.43,9.2,10.6
174600,31.19,28.83,27.74,30.9
174900,24.01,24.25,35.96,8.61
175200,11.7,5.32,0.1,6.91
175500,12.84,12.09,12.07,3.14
175800,27.22,23.87,24.52,17.62
176100,26.45,25.52,51.59,35.3
176400,14.02,14.99,19.58,12.72
176700,9.81,15.65,0.29,9.49
177000,17.24,11.67,11.72,13.43
177300,29.59,17.25,31.49,36.41
177600,19.21,15.69,25.81,17.14
177900,21.97,29.71,27.94,5.53
178200,25.16,27.47,31.49,30.68
178500,10.62,5.25,6.0,0.78
178800,23.96,15.74,35.46,16.47
179100,16.89,6.43,22.38,12.08
179400,7.03,11.18,17.44,1.95
179700,25.54,28.57,27.92,26.08
180000,13.55,18.27,15.68,14.42
180300,20.42,20.43,19.02,23.98
180600,3.68,7.1,0.1,6.47
180900,27.68,20.72,32.93,8.35
181200,21.51,14.78,2.51,7.9
181500,15.31,9.28,21.23,9.48
181800,4.2,5.0,8.67,3.41
182100,18.97,22.32,5.61,8.02
182400,15.06,7.18,11.56,4.57
182700,12.51,9.13,25.97,11.46
183000,1.0,5.0,3.13,2.22
183300,1.85,5.0,0.1,0.1
183600,18.62,16.08,19.41,18.87
183900,7.16,5.0,16.22,11.27
184200,18.01,14.43,11.2,25.25
184500,2.18,5.0,0.22,0.21
184800,3.52,5.97,7.47,4.92
185100,9.01,6.82,2.51,7.74
185400,18.95,15.15,14.07,27.51
185700,8.77,9.49,15.81,0.1
186000,8.58,8.83,12.47,6.89
186300,7.74,10.06,2.96,6.65
186600,5.9,5.86,16.87,11.19
186900,16.83,13.93,5.84,17.56
187200,6.03,7.25,14.06,8.27
187500,1.0,5.0,3.32,0.1
187800,1.0,5.0,3.48,0.1
188100,16.08,11.27,8.94,14.66
188400,1.0,5.0,0.1,0.1
188700,2.85,5.0,3.91,0.1
189000,1.0,5.0,3.95,2.21
189300,1.0,5.0,0.1,5.7
189600,1.0,5.0,0.1,1.12
189900,2.01,6.11,0.1,5.07
190200,9.97,5.0,7.02,15.12
190500,1.0,5.0,0.1,0.1
190800,1.0,5.0,4.26,0.1
191100,1.0,5.0,4.39,1.97
191400,1.0,5.0,0.1,0.1
191700,8.47,6.24,9.7,0.1
192000,1.0,5.0,0.98,0.1
192300,5.51,5.0,6.49,7.28
192600,1.0,5.0,7.73,4.65
192900,1.0,5.0,2.94,0.1
193200,1.0,5.0,0.1,0.1
193500,5.42,5.0,1.79,6.71
193800,1.0,5.0,0.1,2.55
194100,12.21,15.3,21.08,8.51
194400,6.09,5.95,5.07,14.62
194700,11.6,7.35,19.07,12.47
195000,1.85,5.0,3.68,8.71
195300,10.29,7.17,12.73,3.54
195600,1.0,5.0,0.1,0.1
195900,1.0,5.0,0.86,3.46
196200,1.97,5.0,0.1,0.1
196500,1.0,5.0,0.1,0.1
196800,1.32,5.0,6.77,5.22
197100,1.0,5.79,0.33,0.1
197400,1.0,5.0,0.1,1.89
197700,10.98,10.86,8.99,7.72
198000,11.11,10.55,12.98,17.59
198300,13.57,6.89,8.26,22.06
198600,10.32,8.67,16.38,9.44
198900,23.37,19.39,37.77,13.84
199200,13.17,10.79,12.97,11.05
199500,12.74,8.98,9.05,3.28
199800,2.82,5.0,0.1,2.98
200100,6.8,7.11,11.74,5.16
200400,22.98,21.96,20.47,6.33
200700,25.28,11.82,14.93,18.15
201000,12.89,7.04,12.27,11.01
201300,20.4,6.33,15.96,23.26
201600,10.06,8.18,3.0,19.27
201900,7.39,5.0,7.7,0.1
202200,3.93,5.0,0.1,5.01
202500,15.05,16.8,23.93,11.77
202800,24.29,23.7,35.91,23.18
203100,28.87,20.32,32.4,31.58
203400,29.42,15.64,42.36,12.42
203700,30.13,24.72,38.22,29.76
204000,29.55,20.15,52.71,45.98
204300,16.44,9.31,7.77,4.09
204600,21.41,13.19,22.8,14.4
204900,30.41,24.12,59.4,37.34
205200,29.44,29.76,12.49,15.61
205500,31.09,28.01,18.12,6.39
205800,21.61,14.45,29.77,14.4
206100,30.97,33.57,64.36,25.88
206400,27.06,17.97,50.46,13.6
206700,30.92,21.34,48.11,42.44
207000,32.28,20.73,36.96,51.86
207300,40.87,38.26,28.8,18.27
207600,47.17,45.34,69.99,46.51
207900,39.68,29.63,49.01,45.38
208200,47.23,42.11,82.34,50.58
208500,38.39,29.6,70.51,32.52
208800,46.11,41.09,27.23,16.35
209100,38.42,39.1,34.75,22.15
209400,56.31,46.29,88.99,64.17
209700,40.36,37.13,19.46,55.26
210000,47.78,30.82,80.05,43.58
210300,62.32,48.49,53.84,73.88
210600,40.79,37.07,75.51,21.1
210900,57.61,40.7,66.38,69.72
211200,65.63,60.63,35.96,62.7
211500,64.59,41.75,122.95,90.3
211800,53.14,36.23,46.77,29.0
212100,66.32,60.24,120.27,52.64
212400,67.44,72.13,35.29,32.81
212700,55.41,41.14,107.62,44.34
213000,74.66,48.04,117.52,83.62
213300,67.87,43.64,105.55,80.99
213600,71.42,53.43,51.99,101.54
213900,72.84,62.56,109.43,106.47
214200,68.22,68.81,59.48,28.43
214500,75.06,74.12,133.92,44.89
214800,81.05,89.51,103.92,62.68
215100,80.61,53.5,76.77,104.43
215400,75.55,61.61,62.99,72.52
215700,81.57,74.98,45.7,20.22
216000,74.09,74.54,134.37,110.62
216300,73.68,72.97,85.01,69.32
216600,64.01,72.88,46.39,43.45
216900,63.87,68.78,117.32,42.73
217200,70.88,62.14,48.17,24.6
217500,62.42,73.04,106.04,77.98
217800,72.85,46.52,49.92,34.94
218100,85.59,66.52,70.91,32.24
218400,79.27,57.41,74.51,54.14
218700,83.07,67.93,158.7,80.81
219000,77.81,79.89,82.13,92.26
219300,91.07,79.57,84.2,48.62
219600,75.03,47.61,118.18,43.53
