timestamp_s,cpu_percent,mem_percent,net_in_kbps,net_out_kbps
59100,84.69,62.87,127.29,45.73
59400,84.9,81.97,162.29,95.89
59700,84.64,55.42,154.88,105.13
60000,83.62,88.46,130.33,87.02
60300,79.05,43.89,121.25,68.81
60600,66.25,69.15,76.89,19.2
60900,78.47,76.89,66.7,104.05
61200,61.85,34.56,97.5,74.48
61500,67.25,56.24,53.13,78.85
61800,69.06,43.27,125.14,50.06
62100,59.1,33.92,45.48,23.27
62400,73.64,65.77,106.06,77.87
62700,69.88,60.3,83.01,88.1
63000,54.93,41.24,58.03,71.2
63300,69.17,54.82,102.97,43.54
63600,56.18,54.4,74.36,22.43
63900,64.61,57.64,74.89,28.63
64200,57.51,54.52,87.88,55.06
64500,68.39,58.49,103.27,26.7
64800,55.92,61.38,72.79,47.91
65100,47.99,31.06,53.59,55.66
65400,55.56,35.93,41.53,37.5
65700,50.42,43.64,93.7,63.75
66000,63.96,46.36,56.86,65.89
66300,62.72,53.37,116.11,36.09
66600,57.85,46.06,110.08,82.5
66900,42.92,33.88,58.01,44.89
67200,54.17,39.78,41.82,67.61
67500,40.47,36.29,24.83,21.43
67800,41.05,27.39,55.5,55.3
68100,48.79,36.86,34.77,67.39
68400,37.57,38.41,31.6,39.18
68700,47.6,45.76,54.28,29.95
69000,33.27,24.45,7.52,32.51
69300,51.04,52.94,29.47,45.8
69600,32.16,18.24,33.8,39.8
69900,35.56,37.47,61.31,11.62
70200,54.16,54.69,74.55,75.05
70500,44.6,39.14,25.25,20.48
70800,49.73,41.42,45.24,61.27
71100,32.09,21.57,67.89,22.73
71400,36.35,35.26,45.53,18.47
71700,50.72,28.84,72.11,25.55
72000,44.02,27.36,78.92,60.44
72300,48.16,42.8,84.81,21.92
72600,40.73,26.12,26.75,31.76
72900,29.82,23.46,35.48,13.49
73200,28.41,24.05,48.9,24.25
73500,22.23,16.76,18.36,29.19
73800,21.82,19.91,21.75,21.51
74100,45.46,26.24,61.29,35.35
74400,21.11,21.01,14.49,33.09
74700,23.83,19.69,21.28,11.49
75000,43.74,34.86,38.5,53.82
75300,27.45,28.82,42.12,16.35
75600,21.25,19.12,37.28,24.47
75900,29.38,28.51,28.36,40.86
76200,25.88,23.81,8.33,20.19
76500,39.23,27.85,65.7,41.93
76800,45.36,35.78,56.46,26.19
77100,20.83,21.57,4.62,11.47
77400,21.18,11.81,22.89,12.23
77700,22.43,10.28,41.78,31.43
78000,33.24,26.57,57.89,48.14
78300,38.8,41.54,64.45,58.71
78600,21.6,22.36,33.2,18.95
78900,21.31,16.9,16.57,14.65
79200,29.07,30.55,57.37,20.29
79500,28.48,20.67,31.75,29.14
79800,38.26,34.88,65.78,48.9
80100,30.51,21.86,41.51,51.3
80400,31.21,27.89,48.27,12.27
80700,23.42,19.27,45.75,13.25
81000,31.58,28.05,18.47,49.1
81300,38.71,34.38,38.52,52.59
81600,24.86,16.1,21.86,34.41
81900,34.78,23.84,62.09,32.2
82200,41.1,40.09,26.62,32.14
82500,25.01,12.77,22.92,12.87
82800,33.52,24.18,42.72,27.11
83100,42.26,35.01,74.49,36.81
83400,43.01,41.0,57.83,51.39
83700,36.63,38.18,52.39,44.72
84000,19.6,18.95,36.49,12.53
84300,27.25,23.17,17.26,30.46
84600,26.1,25.92,41.66,15.33
84900,36.93,22.79,53.69,46.62
85200,30.71,21.57,40.62,32.9
85500,43.19,28.03,35.69,29.68
85800,37.09,30.1,14.91,31.8
86100,24.18,22.6,16.54,25.41
86400,26.61,27.8,32.22,42.55
86700,30.95,20.98,24.7,23.48
87000,17.95,16.26,9.84,3.93
87300,21.64,20.02,46.32,23.37
87600,18.97,20.1,23.35,21.93
87900,21.21,23.87,29.29,18.1
88200,20.3,17.43,44.05,12.35
88500,34.63,25.67,15.3,50.36
88800,13.99,16.16,18.47,9.66
89100,27.23,29.31,28.87,28.27
89400,31.71,31.56,43.24,31.63
89700,19.77,25.79,37.03,26.28
90000,13.92,8.84,12.31,5.53
90300,30.18,18.5,50.46,34.23
90600,29.87,32.66,38.61,32.11
90900,25.59,27.22,32.01,7.62
91200,24.42,17.05,13.09,26.17
91500,27.44,27.19,41.92,12.44
91800,24.3,23.58,23.32,9.43
92100,31.91,26.38,35.24,37.08
92400,24.31,17.76,23.04,16.46
92700,24.01,12.66,19.09,17.52
93000,31.46,15.59,62.38,10.97
93300,33.46,25.89,31.45,28.93
93600,28.37,32.96,23.97,38.04
93900,24.52,25.57,18.48,6.42
94200,31.99,17.96,38.45,19.83
94500,20.08,16.95,16.23,25.05
94800,26.38,24.65,39.12,35.6
95100,29.78,23.18,38.19,28.68
95400,16.03,13.84,27.83,8.67
95700,22.83,19.03,41.21,27.49
96000,15.19,14.09,26.27,19.25
96300,23.04,16.58,16.06,34.81
96600,21.14,24.93,19.3,29.37
96900,9.48,9.44,26.09,4.85
97200,16.75,11.23,22.42,20.89
97500,21.13,11.38,31.4,18.55
97800,27.79,21.43,32.71,8.45
98100,18.62,14.84,18.58,17.63
98400,21.87,9.79,24.59,29.24
98700,23.84,30.79,40.54,20.56
99000,9.89,14.18,13.54,13.29
99300,13.86,8.39,18.14,10.36
99600,19.42,18.62,18.6,23.76
99900,16.71,23.57,22.45,17.47
100200,23.01,12.6,12.44,29.86
100500,9.5,5.0,15.24,0.1
100800,11.17,8.32,2.98,11.13
101100,11.15,16.22,7.86,15.39
101400,13.74,14.27,7.71,8.6
101700,22.69,17.95,50.97,7.04
102000,20.48,21.11,17.31,27.92
102300,20.7,13.26,42.28,6.66
102600,19.52,13.86,40.11,18.35
102900,17.75,11.7,6.2,22.39
103200,6.9,7.16,10.0,3.44
103500,8.02,6.64,15.06,4.66
103800,1.0,5.0,0.1,0.1
104100,1.0,5.0,0.1,0.26
104400,16.54,17.18,23.26,25.77
104700,2.14,5.0,1.61,0.1
105000,1.0,5.0,0.2,0.3
105300,6.13,5.0,0.1,10.4
105600,1.0,5.0,0.1,6.29
105900,1.0,5.0,0.1,0.1
106200,9.42,16.66,7.41,7.07
106500,1.0,5.0,0.1,2.6
106800,1.0,5.0,6.32,2.74
107100,1.0,5.0,0.1,3.85
107400,1.0,5.0,4.96,3.76
107700,10.18,8.89,22.4,2.22
108000,4.3,8.03,6.0,3.64
108300,13.09,10.15,12.77,8.64
108600,17.88,19.94,26.13,13.48
108900,2.89,5.0,6.35,0.23
109200,1.0,5.0,0.1,0.1
109500,6.28,5.45,0.1,8.28
109800,10.67,8.48,15.25,4.48
110100,22.22,15.2,39.43,35.57
110400,13.99,11.01,27.7,21.17
110700,15.34,18.37,25.58,15.86
111000,13.11,15.21,16.76,18.11
111300,18.1,19.72,11.73,2.33
111600,18.02,25.29,21.57,14.48
111900,23.44,16.35,17.66,14.26
112200,26.46,17.21,21.91,23.9
112500,22.11,23.85,18.71,9.37
112800,15.41,13.1,4.66,18.92
113100,17.55,10.2,14.41,20.41
113400,14.75,13.77,28.07,20.56
113700,21.07,20.18,31.71,13.56
114000,5.31,6.56,8.14,3.55
114300,24.58,20.95,26.29,24.46
114600,28.96,21.96,26.59,38.87
114900,24.35,26.72,15.2,15.47
115200,24.61,24.63,44.33,12.35
115500,12.04,5.0,9.5,8.49
115800,13.52,10.12,15.95,5.19
116100,13.36,12.55,18.89,6.8
116400,17.95,19.42,17.1,17.39
116700,15.63,20.94,24.32,14.88
117000,14.27,10.77,23.14,8.29
117300,21.0,14.98,27.88,16.6
117600,37.01,43.2,65.43,20.17
117900,29.48,23.85,18.01,36.83
118200,23.59,14.69,33.04,30.25
118500,38.42,46.09,18.14,29.56
118800,42.51,27.14,69.27,43.55
119100,36.38,26.68,34.18,41.74
119400,33.03,27.6,50.89,22.18
119700,31.58,28.45,20.14,29.78
120000,41.98,43.67,74.37,18.29
120300,45.22,46.7,75.33,31.33
120600,52.47,35.73,68.72,64.36
120900,33.48,14.93,39.75,14.2
121200,31.88,18.62,25.06,46.92
121500,49.17,42.28,27.76,15.87
121800,57.08,59.46,107.76,22.22
122100,42.6,25.78,81.83,35.46
122400,35.96,27.87,66.02,21.23
122700,36.22,28.01,54.24,36.63
123000,40.41,42.95,72.51,45.62
123300,47.95,26.98,26.22,37.82
123600,58.23,51.56,90.48,19.14
123900,47.65,37.63,87.02,23.05
124200,57.22,39.51,66.23,24.08
124500,43.72,29.67,87.2,29.81
124800,64.63,55.11,55.45,64.59
125100,63.23,68.07,128.05,41.4
125400,45.19,40.78,46.34,11.78
125700,62.81,38.87,56.21,33.33
126000,70.44,50.37,97.02,79.88
126300,68.47,56.71,69.64,76.59
126600,56.28,34.77,81.75,42.24
126900,61.7,43.95,95.62,58.85
127200,71.32,54.98,35.53,48.52
127500,78.98,77.62,44.58,77.3
127800,78.93,85.97,116.18,26.28
128100,59.74,39.18,33.41,66.12
128400,73.87,76.16,130.77,44.83
128700,67.16,39.24,66.14,62.76
129000,69.07,64.26,121.64,29.18
129300,79.96,83.02,131.9,21.39
129600,65.48,43.73,65.74,59.71
129900,82.49,60.39,106.86,54.68
130200,84.42,78.81,100.82,30.86
130500,72.3,60.4,40.0,63.98
130800,76.45,80.53,105.6,84.47
131100,93.84,76.39,71.82,137.36
131400,89.57,97.58,58.02,98.85
131700,92.64,81.58,164.95,85.2
132000,85.03,54.11,58.2,32.52
132300,78.69,70.57,54.55,100.49
132600,89.79,72.48,111.51,122.85
132900,94.2,81.98,183.11,88.72
133200,82.0,42.72,68.84,24.73
133500,96.17,74.8,155.94,119.24
133800,88.4,51.26,174.19,125.14
134100,75.14,80.47,126.2,48.46
134400,94.68,84.61,82.79,75.16
134700,88.9,68.83,92.82,124.85
135000,89.47,76.62,151.01,107.01
135300,80.89,64.05,29.77,83.87
135600,96.42,92.62,109.63,80.52
135900,76.4,73.67,117.27,98.32
136200,83.74,92.77,172.98,117.78
136500,92.43,61.46,150.91,129.98
136800,87.11,73.18,56.1,116.63
137100,79.16,43.4,68.8,103.68
137400,93.02,60.17,174.39,122.56
137700,86.65,73.87,179.81,118.85
138000,92.3,70.35,89.4,84.72
138300,94.0,83.98,115.56,51.93
138600,98.57,98.0,174.39,118.98
138900,85.65,69.64,99.76,55.09
139200,79.42,79.85,94.18,107.48
139500,86.85,72.59,84.27,61.78
139800,78.67,52.18,141.29,112.49
140100,83.02,55.24,65.27,24.37
140400,81.3,61.57,114.03,84.05
140700,89.45,88.65,68.51,133.16
141000,80.56,64.06,122.81,110.95
141300,88.93,66.61,169.4,68.81
141600,73.65,69.35,124.45,47.77
141900,91.78,65.32,143.67,74.56
142200,92.18,65.44,93.11,65.15
142500,74.04,59.73,33.89,103.47
142800,86.48,64.22,71.03,66.3
143100,77.96,71.19,76.69,109.59
143400,82.75,60.03,130.83,61.78
143700,72.61,54.26,147.32,57.44
144000,82.55,55.7,137.61,52.69
144300,67.69,55.57,62.94,73.79
144600,70.44,54.91,77.19,94.27
144900,90.96,86.11,162.2,118.38
145200,77.59,70.8,136.53,100.32
145500,89.32,69.7,142.83,119.57
145800,79.3,58.31,77.13,102.07
146100,69.61,49.39,97.71,80.79
146400,85.7,63.39,52.91,72.09
146700,74.79,58.14,71.23,31.45
147000,70.64,42.36,38.07,62.74
147300,78.21,70.24,153.21,101.5
147600,73.03,71.69,109.85,33.2
147900,83.04,58.72,150.97,34.98
148200,76.04,55.62,39.78,73.7
148500,73.58,74.79,67.38,37.74
148800,60.51,38.28,90.94,88.9
149100,68.88,50.23,43.96,53.66
149400,60.27,65.36,99.97,55.55
149700,69.92,59.58,65.55,75.26
150000,65.94,48.21,58.05,73.19
150300,68.89,53.36,98.38,70.51
150600,65.96,57.48,64.81,43.54
150900,56.1,53.37,100.37,63.06
151200,56.78,36.51,52.98,40.5
151500,50.18,46.79,48.26,27.24
151800,67.42,54.48,127.62,58.74
152100,63.99,56.77,128.62,91.81
152400,63.0,44.87,93.08,61.4
152700,53.93,41.22,39.78,24.54
153000,54.71,50.78,93.76,57.01
153300,48.57,44.36,51.38,31.58
153600,48.16,45.51,34.98,33.91
153900,38.56,34.78,66.51,53.16
154200,46.95,41.03,58.91,33.11
154500,43.77,25.87,30.37,44.04
154800,52.53,33.58,93.23,38.93
155100,53.37,56.03,68.72,81.65
155400,39.05,29.65,57.78,24.04
155700,41.11,24.55,22.89,18.02
156000,33.19,24.89,19.6,28.37
156300,30.14,21.08,13.96,13.52
156600,39.37,48.49,79.14,17.61
156900,33.43,15.44,31.47,14.14
157200,36.22,44.43,40.76,31.66
157500,31.14,28.88,25.24,7.64
157800,40.61,32.12,18.54,20.72
158100,34.56,37.38,68.35,41.46
158400,49.1,46.45,70.2,22.63
158700,34.11,34.76,49.24,40.96
159000,49.25,41.18,42.59,54.9
159300,42.76,34.87,81.2,26.5
159600,35.87,32.88,52.7,31.3
159900,45.71,38.96,86.74,34.5
160200,36.49,26.07,38.71,33.66
160500,37.28,30.58,54.89,32.25
160800,39.49,37.69,35.36,46.15
161100,30.63,24.42,53.66,33.5
161400,33.23,28.37,33.67,15.84
161700,43.87,46.06,47.94,53.76
162000,44.61,28.67,75.76,37.33
162300,45.02,47.56,87.49,43.31
162600,44.59,53.6,60.75,40.96
162900,24.62,16.64,37.76,17.23
163200,24.38,21.96,23.52,29.22
163500,33.31,22.99,42.11,32.92
163800,44.96,26.62,37.37,26.14
164100,31.53,22.34,15.89,34.0
164400,45.03,35.09,40.46,46.85
164700,45.01,40.62,71.41,46.14
165000,42.77,49.75,26.15,39.8
165300,37.37,35.2,33.27,16.99
165600,23.17,14.03,27.5,28.44
165900,37.1,27.46,46.26,40.43
166200,29.12,17.01,19.44,8.22
166500,34.63,23.66,33.17,16.54
166800,32.3,23.28,23.28,15.11
167100,36.34,23.94,56.38,38.33
167400,37.58,31.78,58.69,48.63
167700,21.73,19.22,12.95,24.37
168000,18.63,7.47,38.7,26.36
168300,24.04,21.17,32.99,32.55
168600,36.02,36.95,56.26,21.18
168900,27.4,25.82,42.86,26.97
169200,20.72,22.92,35.0,33.95
169500,19.78,9.5,23.18,10.58
169800,32.58,25.8,42.05,52.93
170100,18.3,14.79,16.88,20.17
170400,38.03,27.38,60.42,52.52
170700,28.03,30.0,34.06,16.45
171000,19.53,16.95,42.54,25.0
171300,29.78,32.18,16.83,29.13
171600,20.9,10.48,12.55,30.75
171900,39.34,35.33,37.79,41.47
172200,39.35,34.85,29.52,51.37
172500,30.16,31.39,44.26,24.23
172800,19.81,17.19,12.51,6.63
173100,19.9,20.32,40.53,17.3
173400,20.76,9.73,36.57,15.15
173700,29.12,20.01,35.02,18.7
174000,18.48,19.43,27.52,21.54
174300,20.17,14.66,37.95,28.01
174600,21.98,6.63,16.15,28.16
174900,12.42,7.31,9.18,21.94
175200,26.28,16.26,13.91,11.96
175500,33.47,28.68,39.69,46.39
175800,17.85,13.86,17.5,18.77
176100,21.49,15.54,30.42,21.4
176400,26.07,23.65,26.55,23.01
176700,30.13,23.33,39.62,16.38
177000,13.53,6.01,13.78,8.17
177300,10.35,7.01,22.36,6.79
177600,20.84,17.72,27.69,14.69
177900,12.24,7.97,18.81,23.09
178200,16.32,9.49,14.44,20.19
178500,21.02,15.31,12.3,21.33
178800,28.66,20.2,36.22,17.08
179100,17.33,11.88,24.16,7.89
179400,29.18,33.39,31.9,29.61
179700,23.6,19.08,27.49,16.37
180000,26.44,27.85,31.98,11.33
180300,22.06,18.15,43.27,26.13
180600,11.38,10.77,17.25,12.86
180900,27.55,18.64,51.58,15.6
181200,13.21,12.13,4.26,14.71
181500,30.78,28.26,56.07,44.93
181800,20.69,14.73,32.3,31.74
182100,27.19,24.48,40.15,20.92
182400,25.63,17.02,45.9,10.37
182700,16.68,13.77,34.22,14.55
183000,27.48,21.87,61.86,15.23
183300,16.99,12.15,18.32,14.48
183600,9.95,10.16,9.7,12.78
183900,12.08,8.01,16.18,7.64
184200,19.28,16.38,31.04,6.4
184500,2.39,5.0,0.1,6.52
184800,9.46,5.0,16.23,3.34
185100,22.87,21.35,27.75,26.77
185400,11.97,8.76,17.28,10.41
185700,7.83,5.0,12.25,3.93
186000,1.75,5.0,0.48,3.01
186300,10.87,12.26,0.93,15.03
186600,9.35,9.18,9.91,13.02
186900,10.32,6.58,17.49,7.52
187200,7.78,10.02,9.23,11.17
187500,7.66,6.99,8.33,7.86
187800,14.31,5.67,24.91,13.42
188100,6.92,12.3,0.9,10.04
188400,1.0,5.0,10.01,0.1
188700,1.0,5.0,0.1,0.1
189000,12.49,5.0,21.2,14.53
189300,1.0,5.0,0.1,0.1
189600,6.23,5.0,7.25,7.12
189900,1.0,5.0,0.1,0.1
190200,15.8,19.48,36.15,28.64
190500,7.29,6.8,13.92,3.16
190800,23.02,19.85,12.51,30.49
191100,9.8,5.0,5.29,10.94
191400,13.41,11.85,13.4,13.28
191700,8.84,8.61,15.02,3.08
192000,4.55,5.97,3.34,4.0
192300,16.86,21.11,13.08,22.64
192600,17.35,11.51,7.34,22.43
192900,3.06,5.0,4.54,2.86
193200,15.11,5.0,25.79,8.8
193500,6.88,5.48,5.79,8.81
193800,14.32,9.65,4.72,12.65
194100,5.48,9.32,8.39,2.33
194400,11.42,17.64,16.31,12.79
194700,15.7,11.56,25.22,29.06
195000,1.02,5.0,0.1,0.36
195300,16.03,19.65,16.52,17.03
195600,7.92,14.18,3.44,5.72
195900,3.12,5.0,9.6,3.1
196200,3.03,5.0,10.38,0.1
196500,5.32,5.0,9.04,6.57
196800,8.95,5.0,13.46,0.57
197100,1.0,5.31,5.09,0.1
197400,9.84,5.0,6.13,12.09
197700,1.0,5.0,7.04,1.05
198000,6.38,5.0,7.62,6.24
198300,10.35,8.48,20.28,9.63
198600,7.17,5.0,12.3,5.86
198900,1.0,5.0,0.1,7.86
199200,1.0,5.0,0.1,0.1
199500,10.21,9.5,5.74,10.58
199800,1.0,5.0,9.44,4.32
200100,14.06,6.57,6.91,14.61
200400,17.01,12.59,30.29,18.5
200700,18.45,17.44,23.05,3.38
201000,5.62,5.0,4.99,2.82
201300,24.77,16.83,25.07,10.49
201600,12.68,13.84,30.27,7.49
201900,11.22,10.16,16.14,13.58
202200,13.75,7.79,6.08,18.26
202500,19.86,14.58,24.35,16.51
202800,36.97,32.51,16.15,40.2
203100,28.39,23.71,50.68,33.99
203400,38.8,29.93,56.5,20.39
203700,30.78,29.52,59.24,31.8
204000,18.96,22.9,24.39,13.07
204300,40.77,23.28,63.63,19.23
204600,36.29,38.03,41.23,23.35
204900,36.44,32.64,33.99,48.58
205200,31.33,17.73,46.48,10.22
205500,30.68,27.77,37.37,42.22
205800,46.95,41.33,85.6,45.52
206100,38.92,31.34,24.75,41.35
206400,35.56,35.58,20.36,32.93
206700,38.06,39.75,59.91,50.91
207000,34.11,19.1,17.19,30.69
207300,40.22,21.05,18.5,12.27
207600,53.83,50.38,88.05,59.6
207900,56.69,50.29,94.48,37.05
208200,37.51,29.2,18.76,57.02
208500,36.03,25.44,71.57,24.29
208800,44.56,26.82,42.04,40.29
209100,38.75,35.68,27.55,23.27
209400,57.2,62.33,62.18,62.58
209700,40.95,35.94,25.46,27.84
210000,50.92,46.93,48.25,69.61
210300,42.16,27.92,68.68,41.49
210600,52.55,38.01,74.74,63.0
210900,44.48,28.93,91.34,64.39
211200,65.27,66.97,113.47,73.33
211500,64.39,67.59,127.18,39.6
211800,67.23,56.89,89.47,63.03
212100,65.83,63.29,141.1,46.81
212400,64.49,56.48,64.3,77.26
212700,56.74,43.89,53.49,57.35
213000,63.52,40.36,77.59,25.86
213300,76.63,46.89,52.75,104.13
213600,64.97,59.46,54.57,48.53
213900,75.02,68.68,65.13,29.91
214200,73.37,57.74,123.08,83.7
214500,82.71,79.95,120.56,112.19
214800,71.26,53.84,100.12,31.33
215100,83.82,88.09,144.6,57.32
215400,87.4,56.92,124.56,57.31
215700,68.57,71.92,108.38,31.65
216000,83.26,56.25,101.18,80.8
216300,88.83,76.11,103.62,59.51
216600,65.92,56.48,68.59,69.42
216900,74.23,47.62,129.69,88.44
217200,70.48,73.23,34.06,40.92
217500,75.73,61.75,41.65,79.12
217800,86.85,95.98,99.0,93.71
218100,85.01,51.96,71.0,41.29
218400,87.31,92.12,170.72,108.23
218700,80.78,66.53,120.11,42.73
219000,80.97,57.0,72.23,87.7
219300,70.79,69.61,122.32,33.61
219600,71.04,63.08,143.32,79.43
